code,所属概念数量,股票代码,market_code,所属概念
300166,51,300166.SZ,33,MLOps概念;算力租赁;华为昇腾;华为欧拉;云计算;数字水印;AI语料;华为鲲鹏;数据安全;多模态AI;Web3.0;东数西算(算力);智慧政务;ChatGPT概念;互联网保险;信创;AIGC概念;虚拟数字人;AI智能体;电子身份证;数据要素;鸿蒙概念;数字乡村;时空大数据;区块链;元宇宙;数据中心;AI手机;DeepSeek概念;智慧城市;互联网金融;华为概念;虚拟现实;数字孪生;5G;数字经济;人工智能;物联网;职业教育;AI应用;机器视觉;工业互联网;新型工业化;虚拟电厂;人形机器人;京津冀一体化;海工装备;碳中和;乡村振兴;深股通;融资融券
688362,11,688362.SH,17,先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;5G;专精特新;数字货币;沪股通;融资融券
600338,13,600338.SH,17,金属铅;金属锌;小金属概念;金属铜;盐湖提锂;锂电池概念;2025年报预增;西部大开发;一带一路;人民币贬值受益;免税店;沪股通;融资融券
688234,9,688234.SH,17,第三代半导体;芯片概念;AI眼镜;新能源汽车;专精特新;华为概念;智能电网;沪股通;融资融券
688313,10,688313.SH,17,共封装光学(CPO);F5G概念;光纤概念;5G;芯片概念;数据中心;2025年报预增;专精特新;沪股通;融资融券
301310,18,301310.SZ,33,飞行汽车(eVTOL);军工;宁德时代概念;人形机器人;比亚迪概念;新能源汽车;机器人概念;专精特新;高压快充;核电;充电桩;铜缆高速连接;可控核聚变;储能;光伏概念;创投;深股通;融资融券
001212,8,001212.SZ,33,先进封装;有机硅概念;芯片概念;装配式建筑;回购增持再贷款概念;粤港澳大湾区;深股通;股权转让(并购重组)
601126,24,601126.SH,17,柔性直流输电;特高压;抽水蓄能;智能电网;电力物联网;虚拟电厂;核电;数据中心;风电;光伏概念;东数西算(算力);储能;雅下水电概念;军工;绿色电力;阿里巴巴概念;机器人概念;氢能源;数字孪生;DeepSeek概念;人工智能;京津冀一体化;融资融券;沪股通
300696,12,300696.SZ,33,航空发动机;成飞概念;大飞机;军民融合;军工;无人机;低空经济;3D打印;创投;西部大开发;融资融券;深股通
603112,8,603112.SH,17,3D打印;新能源汽车;机器人概念;工业互联网;光伏概念;DeepSeek概念;绿色电力;沪股通
603629,14,603629.SH,17,算力租赁;东数西算(算力);液冷服务器;英伟达概念;云计算;腾讯概念;华为概念;消费电子概念;芯片概念;OLED;小米概念;军工;2025年报预增;沪股通
920036,7,920036.BJ,151,多模态AI;物联网;AI应用;AI智能体;新股与次新股;融资融券;人民币贬值受益
300620,20,300620.SZ,33,光纤概念;共封装光学(CPO);5G;芯片概念;3D打印;量子科技;数据中心;商业航天;卫星导航;海工装备;无人驾驶;2025年报预增;粤港澳大湾区;2026一季报预增;一带一路;横琴新区;国企改革;股权转让(并购重组);深股通;融资融券
688361,8,688361.SH,17,中芯国际概念;国家大基金持股;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券
688558,9,688558.SH,17,工业母机;新型工业化;专精特新;高端装备;人形机器人;机器人概念;航空发动机;商业航天;融资融券
688352,9,688352.SH,17,先进封装;MCU芯片;OLED;第三代半导体;芯片概念;回购增持再贷款概念;国企改革;沪股通;融资融券
300395,9,300395.SZ,33,PCB概念;OLED;5G;芯片概念;光伏概念;同花顺新质50;光纤概念;融资融券;深股通
600552,19,600552.SH,17,商业航天;柔性屏(折叠屏);芯片概念;OLED;无线充电;消费电子概念;华为概念;光伏概念;先进封装;汽车电子;新能源汽车;固态电池;有机硅概念;锂电池概念;PCB概念;央企国企改革;国企改革;沪股通;融资融券
002297,12,002297.SZ,33,成飞概念;航空发动机;大飞机;军民融合;商业航天;军工;无人机;碳纤维;培育钻石;国企改革;2026一季报预增;融资融券
603083,14,603083.SH,17,共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;2025年报预增;物联网;工业互联网;人民币贬值受益;智能家居;一带一路;沪股通;融资融券
300184,37,300184.SZ,33,汽车芯片;MCU芯片;存储芯片;华为海思概念股;5G;数据中心;芯片概念;智能穿戴;液冷服务器;汽车电子;华为概念;消费电子概念;无线耳机;小米概念;物联网;6G概念;传感器;星闪概念;PCB概念;第三代半导体;腾讯概念;OLED;ETC;车联网(车路协同);机器人概念;独角兽概念;比亚迪概念;人工智能;电力物联网;智能家居;智能电网;特斯拉概念;2025年报预增;光伏概念;跨境电商;融资融券;深股通
002531,6,002531.SZ,33,氢能源;风电;海工装备;绿色电力;深股通;融资融券
002975,39,002975.SZ,33,先进封装;富士康概念;液冷服务器;存储芯片;苹果概念;PCB概念;汽车电子;消费电子概念;新型烟草(电子烟);AI眼镜;芯片概念;无线耳机;英伟达概念;5G;毫米波雷达;工业母机;小米概念;MR(混合现实);智能座舱;比亚迪概念;新能源汽车;特斯拉概念;人形机器人;新型工业化;机器视觉;无人驾驶;减速器;2025年报预增;高端装备;机器人概念;华为概念;虚拟现实;粤港澳大湾区;横琴新区;一带一路;腾讯概念;阿里巴巴概念;人工智能;深股通
600673,18,600673.SH,17,算力租赁;东数西算(算力);数据中心;液冷服务器;AI应用;华为概念;芯片概念;超级电容;人形机器人;储能;PVDF概念;回购增持再贷款概念;锂电池概念;氟化工概念;消毒剂;煤炭概念;沪股通;融资融券
000960,9,000960.SZ,33,金属铅;金属锌;金属铜;小金属概念;西部大开发;2026一季报预增;国企改革;深股通;融资融券
300322,34,300322.SZ,33,商业航天;卫星导航;6G概念;太赫兹;毫米波雷达;WiFi 6;无人机;5G;汽车电子;先进封装;芯片概念;AI眼镜;智能穿戴;传感器;液冷服务器;无线充电;消费电子概念;小米概念;无人驾驶;车联网(车路协同);华为概念;比亚迪概念;汽车热管理;虚拟现实;物联网;特斯拉概念;机器人概念;新能源汽车;元宇宙;海峡两岸;粤港澳大湾区;储能;深股通;融资融券
603308,17,603308.SH,17,航空发动机;可控核聚变;3D打印;核电;高端装备;海工装备;大飞机;无人机;军工;工业互联网;商业航天;风电;核污染防治;一带一路;参股银行;沪股通;融资融券
301198,6,301198.SZ,33,跨境电商;华为概念;智能物流;比亚迪概念;特斯拉概念;融资融券
688115,12,688115.SH,17,WiFi 6;虚拟现实;机器视觉;华为概念;数字孪生;新型工业化;芯片概念;工业互联网;军工;苹果概念;股权转让(并购重组);融资融券
600531,12,600531.SH,17,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;核电;固废处理;国企改革;锂电池概念;沪股通;融资融券
300843,19,300843.SZ,33,铜缆高速连接;富士康概念;液冷服务器;新型烟草(电子烟);消费电子概念;数据中心;智能座舱;比亚迪概念;小米概念;新能源汽车;人形机器人;高压快充;无人机;飞行汽车(eVTOL);机器人概念;低空经济;储能;充电桩;深股通
300077,35,300077.SZ,33,汽车芯片;MCU芯片;EDR概念;无线耳机;芯片概念;消费电子概念;汽车电子;网络安全;数据安全;车联网(车路协同);华为概念;物联网;人脸识别;量子科技;无人机;人形机器人;移动支付;机器人概念;智能家居;3D打印;工业互联网;区块链;光伏概念;数字货币;新能源汽车;粤港澳大湾区;宁德时代概念;知识产权保护;充电桩;储能;锂电池概念;石墨电极;医疗器械概念;深股通;融资融券
920821,11,920821.BJ,151,融资融券;虚拟现实;消费电子概念;汽车电子;新能源汽车;共封装光学(CPO);传感器;人民币贬值受益;专精特新;PCB概念;AI眼镜
688619,22,688619.SH,17,网络安全;信创;人脸识别;虚拟现实;量子科技;智慧城市;机器视觉;安防;物联网;多模态AI;智慧灯杆;人工智能;军工;专精特新;机器人概念;海峡两岸;福建自贸区;海工装备;土壤修复;智能医疗;AI应用;融资融券
600864,11,600864.SH,17,期货概念;碳交易;互联网金融;参股券商;碳中和;参股银行;创投;黑龙江自贸区;国企改革;沪股通;融资融券
300686,14,300686.SZ,33,富士康概念;OLED;柔性屏(折叠屏);消费电子概念;智能穿戴;小米概念;比亚迪概念;新能源汽车;华为概念;虚拟现实;机器人概念;固态电池;石墨烯;回购增持再贷款概念
688403,8,688403.SH,17,存储芯片;先进封装;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券
688381,24,688381.SH,17,汽车芯片;AI手机;消费电子概念;AI眼镜;汽车电子;芯片概念;小米概念;智能座舱;传感器;小米汽车;5G;专精特新;比亚迪概念;虚拟现实;人形机器人;安防;机器人概念;共封装光学(CPO);海峡两岸;人民币贬值受益;数据中心;回购增持再贷款概念;沪股通;融资融券
688508,18,688508.SH,17,汽车芯片;国家大基金持股;中芯国际概念;第三代半导体;芯片概念;数据中心;人形机器人;专精特新;2025年报预增;无人机;机器人概念;高压快充;充电桩;人工智能;智能电网;DeepSeek概念;沪股通;融资融券
301086,19,301086.SZ,33,富士康概念;液冷服务器;苹果概念;消费电子概念;工业母机;专精特新;新能源汽车;华为数字能源;汽车热管理;新型工业化;华为概念;储能;锂电池概念;机器人概念;虚拟现实;2026一季报预增;回购增持再贷款概念;深股通;融资融券
601231,19,601231.SH,17,共封装光学(CPO);同花顺果指数;苹果概念;WiFi 6;芯片概念;消费电子概念;5G;汽车电子;AI眼镜;无线耳机;智能穿戴;新能源汽车;智能座舱;物联网;一带一路;元宇宙;医疗器械概念;沪股通;融资融券
002922,15,002922.SZ,33,高压快充;数据中心;光伏概念;充电桩;华为数字能源;储能;5G;新能源汽车;华为概念;智能家居;粤港澳大湾区;一带一路;2026一季报预增;深股通;融资融券
000707,9,000707.SZ,33,化肥;煤化工概念;国企改革;钠离子电池;储能;宁德时代概念;比亚迪概念;股权转让(并购重组);融资融券
688141,14,688141.SH,17,汽车芯片;消费电子概念;芯片概念;汽车电子;智能座舱;小米概念;无人驾驶;专精特新;新能源汽车;华为概念;锂电池概念;储能;沪股通;融资融券
600208,22,600208.SH,17,参股保险;互联网金融;独角兽概念;创投;参股银行;乡村振兴;区块链;参股券商;国企改革;Web3.0;黄金概念;元宇宙;数据确权;NFT概念;共同富裕示范区;知识产权保护;期货概念;长三角一体化;芯片概念;煤炭概念;沪股通;融资融券
300017,23,300017.SZ,33,算力租赁;云计算;华为鲲鹏;数据安全;多模态AI;东数西算(算力);网络安全;信创;虚拟数字人;AIGC概念;AI智能体;元宇宙;在线教育;数据中心;DeepSeek概念;液冷服务器;数字经济;人工智能;人民币贬值受益;一带一路;阿尔茨海默概念;深股通;融资融券
688690,7,688690.SH,17,减肥药;食品安全;2025年报预增;专精特新;2026一季报预增;融资融券;沪股通
300394,13,300394.SZ,33,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;数据中心;无人驾驶;同花顺新质50;华为概念;专精特新;人民币贬值受益;深股通;融资融券
688552,9,688552.SH,17,军民融合;军工信息化;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券
002667,8,002667.SZ,33,金属铅;金属锌;小金属概念;磷化工;锂电池概念;储能;垃圾分类;融资融券
300951,14,300951.SZ,33,汽车电子;智能座舱;消费电子概念;苹果概念;富士康概念;智能穿戴;专精特新;新能源汽车;虚拟现实;新型烟草(电子烟);低空经济;锂电池概念;深股通;融资融券
002261,31,002261.SZ,33,华为欧拉;华为昇腾;华为鲲鹏;云计算;华为盘古;智慧政务;国产操作系统;信创;东数西算(算力);鸿蒙概念;阿里巴巴概念;蚂蚁集团概念;虚拟数字人;移动支付;在线教育;DeepSeek概念;智慧城市;车联网(车路协同);人工智能;物联网;华为概念;智能医疗;托育服务;手机游戏;工业互联网;机器人概念;AI应用;三胎概念;深股通;融资融券;华为海思概念股
301588,3,301588.SZ,33,粤港澳大湾区;人民币贬值受益;融资融券
688719,10,688719.SH,17,可控核聚变;数据中心;华为概念;比亚迪概念;新能源汽车;储能;智能电网;燃料电池;西部大开发;融资融券
688676,23,688676.SH,17,智能电网;抽水蓄能;核电;数据中心;光伏概念;中国AI 50;储能;风电;高端装备;新能源汽车;海工装备;专精特新;机器人概念;华为概念;工业互联网;雅下水电概念;数字孪生;阿里巴巴概念;百度概念;数据要素;海南自贸区;融资融券;沪股通
603328,15,603328.SH,17,PCB概念;苹果概念;共封装光学(CPO);汽车电子;5G;毫米波雷达;比亚迪概念;华为概念;机器人概念;光伏概念;人民币贬值受益;国企改革;沪股通;证金持股;融资融券
603039,16,603039.SH,17,云办公;华为盘古;财税数字化;中国AI 50;AI智能体;智慧政务;腾讯概念;鸿蒙概念;信创;AI应用;DeepSeek概念;人工智能;数字经济;华为概念;融资融券;沪股通
600186,11,600186.SH,17,算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;回购增持再贷款概念;粮食概念;超级品牌;融资融券;沪股通
688667,7,688667.SH,17,2025年报预增;汽车电子;新能源汽车;专精特新;长安汽车概念;车联网(车路协同);融资融券
002371,15,002371.SZ,33,中芯国际概念;国家大基金持股;存储芯片;OLED;第三代半导体;芯片概念;华为海思概念股;同花顺新质50;光伏概念;锂电池概念;中国AI 50;国企改革;深股通;融资融券;同花顺漂亮100
000902,11,000902.SZ,33,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券
603217,4,603217.SH,17,合成生物;专精特新;可降解塑料;固态电池
000063,54,000063.SZ,33,智能穿戴;5G;汽车电子;AI眼镜;消费电子概念;6G概念;星闪概念;卫星导航;商业航天;AI手机;芯片概念;虚拟现实;太赫兹;无人机;汽车芯片;低空经济;量子科技;车联网(车路协同);液冷服务器;比亚迪概念;光纤概念;人形机器人;机器人概念;物联网;新能源汽车;智慧城市;数据中心;国产操作系统;海峡两岸;元宇宙;中国AI 50;东数西算(算力);网络安全;粤港澳大湾区;百度概念;人工智能;腾讯概念;抖音概念(字节概念);AI智能体;数字经济;DeepSeek概念;区块链;多模态AI;ChatGPT概念;水利;储能;智能医疗;锂电池概念;乡村振兴;AI应用;证金持股;同花顺漂亮100;深股通;融资融券
